,Unnamed: 0,Geographic Area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
0,0,AL,Abanda,11207,21.2,78.8,67.2,30.2,0,0,1.6
1,1,AL,Abbeville,25615,69.1,29.1,54.4,41.4,0.1,1,3.1
2,2,AL,Adamsville,42575,78.9,25.5,52.3,44.9,0.5,0.3,2.3
3,3,AL,Addison,37083,81.4,30.7,99.1,0.1,0,0.1,0.4
4,4,AL,Akron,21667,68.6,42,13.2,86.5,0,0,0.3
5,5,AL,Alabaster,71816,89.3,11.2,79.4,13.5,0.4,0.9,9
6,6,AL,Albertville,32911,72.7,26.7,75.9,1.9,0.8,0.5,27.9
7,7,AL,Alexander City,29874,78.1,30.4,62.2,32,0.2,0.9,4.8
8,8,AL,Alexandria,56058,88.8,9.7,87.4,10.2,0.3,0.5,0.9
9,9,AL,Aliceville,21131,74.3,41.3,22.6,74.9,0.1,0,1.2
10,10,AL,Allgood,42009,48.1,27.7,79.6,0.6,0.3,0.6,49.4
11,11,AL,Altoona,27566,66.9,27.5,95.8,1.7,0.2,0.2,1.1
12,12,AL,Andalusia,31968,81.1,24.5,70.5,25.9,0.4,1,1.9
13,13,AL,Anderson,34792,85.7,13.8,97.9,0,0.4,0,0.7
14,14,AL,Anniston,29681,79.8,31.7,44.7,51.5,0.3,0.8,2.7
15,15,AL,Arab,40292,87.6,16.7,96.6,0.1,0.6,0.7,1.7
16,16,AL,Ardmore,35670,77.7,19.1,94.3,1.9,0.8,0.9,1.3
17,17,AL,Argo,57212,87.5,8.6,94.1,3.6,0.4,0.3,0.5
18,18,AL,Ariton,24286,71.3,37.6,78.3,19.2,0,0.1,6
19,19,AL,Arley,28750,80.6,31.6,94.4,0,0.6,0.3,1.4
20,20,AL,Ashford,42704,83.5,18.8,79,19.5,0.2,0.2,0.8
21,21,AL,Ashland,31438,77.9,22.4,71.5,24.1,0.3,0.7,5.7
22,22,AL,Ashville,40547,77.6,28.3,75.8,20.3,0.2,0.3,3.8
23,23,AL,Athens,47542,83.4,13,73,17.5,0.6,0.9,8.8
24,24,AL,Atmore,26775,73.7,24.7,40,55.6,1.8,0.3,1.8
25,25,AL,Attalla,37191,76,20.3,81.5,12.7,0.4,0.5,4.7
26,26,AL,Auburn,38342,94.3,31.8,75.1,16.5,0.3,5.3,2.9
27,27,AL,Autaugaville,24833,71.2,24.1,31.3,66.8,0.2,0,0.8
28,28,AL,Avon,40417,82.8,22.2,94.7,1.8,1.8,0,1.3
29,29,AL,Axis,55750,79.9,6.8,66.8,26.9,3.2,0.1,0.9
30,30,AL,Babbie,41912,81.2,15.7,96.7,0,0,1.5,0.2
31,31,AL,Baileyton,31875,74.7,28.6,96.2,0.2,0.5,0,1.5
32,32,AL,Bakerhill,31875,72.4,19.1,61.6,35.5,0.7,0,1.1
33,33,AL,Ballplay,37778,80.3,7.1,97.5,0.1,0.7,0.3,1
34,34,AL,Banks,28750,73,38.2,69.3,24.6,2.2,0,1.1
35,35,AL,Bay Minette,31576,79.1,26.3,60.4,35.3,1,0.8,1.8
36,36,AL,Bayou La Batre,34583,58.5,30.1,60.3,12.3,0.4,22.8,2.8
37,37,AL,Bear Creek,35563,76.7,25.3,97.1,0.1,0.7,0.2,1.8
38,38,AL,Beatrice,18417,89.1,44.9,23.6,76.1,0.3,0,0
39,39,AL,Beaverton,31875,87.9,8.1,95,5,0,0,1
40,40,AL,Belgreen,27750,87,28.8,96.1,0,0,0,3.9
41,41,AL,Belk,28906,63.8,39.1,95.8,2.8,0,0.5,0.9
42,42,AL,Bellamy,22132,86.5,42.9,8.3,90.8,0,0.9,1.3
43,43,AL,Belle Fontaine,34615,91.9,36.7,92.3,1.6,0.5,2.3,3.6
44,44,AL,Benton,(X),100,0,81.6,18.4,0,0,0
45,45,AL,Berry,25865,65.4,30.9,90.8,7.4,0,0,0.8
46,46,AL,Bessemer,29615,81.5,32.9,24.3,71.2,0.3,0.2,4.1
47,47,AL,Billingsley,41250,71.3,20.5,86.1,11.1,2.1,0,0.7
48,48,AL,Birmingham,31061,85.1,30.9,22.3,73.4,0.2,1,3.6
49,49,AL,Black,41071,90,12.7,92.3,6.3,0,0,0
50,50,AL,Blountsville,30152,73.1,41.2,87.3,0.7,1,0.4,15.3
51,51,AL,Blue Ridge,96333,97.6,0.5,94.5,2.7,0.7,0.9,1
52,52,AL,Blue Springs,45313,95.6,4,92.7,6.3,0,1,3.1
53,53,AL,Boaz,35974,76.6,19.4,87.3,1.8,0.4,0.7,14.2
54,54,AL,Boligee,12173,79.9,60.3,8.8,90.2,0,0,0.3
55,55,AL,Bon Air,23750,85.7,47.6,80.2,6.9,2.6,0,2.6
56,56,AL,Boykin,(X),53.7,53.7,4,95.3,0,0,0.7
57,57,AL,Brantley,27870,75.1,20.7,56.1,38.8,0.6,0.5,2
58,58,AL,Brantleyville,40370,85.1,19.2,82.1,3.3,0.9,0.5,12.6
59,59,AL,Brent,33924,73.8,17.3,45.1,53.5,0.1,0,2.1
60,60,AL,Brewton,31033,84.5,27.8,54.1,42.6,0.7,0.4,2.2
61,61,AL,Bridgeport,28571,74.9,34.7,84,8.6,1.9,0.2,1.7
62,62,AL,Brighton,22146,78.6,33,6.5,81,1,0,13.8
63,63,AL,Brilliant,25893,75.9,22.5,98.3,0.2,0.1,0.1,1.6
64,64,AL,Bristow Cove,(X),65.1,39.7,91.1,0,1.5,0.1,6.6
65,65,AL,Brook Highland,60212,96.2,11.5,73.6,16.2,0.2,4.4,7.8
66,66,AL,Brookside,34554,78.7,19.2,79.5,18.5,0.3,0.1,0.7
67,67,AL,Brookwood,51515,83.1,10.8,92.2,5.3,0.7,0.1,2
68,68,AL,Broomtown,28750,66.2,23.8,98.4,1.6,0,0,0
69,69,AL,Brundidge,23819,77.2,32.4,34.1,62.9,0.5,0.6,3
70,70,AL,Bucks,-,100,0,59.4,31.3,3.1,0,3.1
71,71,AL,Butler,28950,80.2,25.3,71.4,26.7,0.2,0.2,0.7
72,72,AL,Calera,62893,89.1,5.8,71.2,23,0.2,0.6,5
73,73,AL,Calvert,-,22.8,79.4,53.1,35.4,6.9,0,2.2
74,74,AL,Camden,28375,82.8,31.9,42,57.4,0.1,0,0.7
75,75,AL,Camp Hill,25118,76.6,36.6,10.2,88.4,0.1,0.1,0.7
76,76,AL,Carbon Hill,25990,65.4,32.2,89.4,8.2,0.2,0.1,1.2
77,77,AL,Cardiff,(X),72.7,30,94.5,5.5,0,0,0
78,78,AL,Carlisle-Rockledge,35938,73.1,17.2,95,0.9,0.9,0.1,3.1
79,79,AL,Carlton,(X),77,18.9,66.2,33.8,0,0,3.1
80,80,AL,Carolina,50278,87.8,7.4,96.6,0.3,0.3,0,0
81,81,AL,Carrollton,27857,71,29.1,49,43.1,0.1,0,10.4
82,82,AL,Castleberry,20677,75.9,39.6,59.2,38.4,0.3,0,0.5
83,83,AL,Catherine,-,100,0,72.7,27.3,0,0,0
84,84,AL,Cedar Bluff,36389,77.9,25.8,86.2,9.9,0.7,0.3,1.2
85,85,AL,Center Point,39944,87.1,25,32.6,62.9,0.2,0.4,4.8
86,86,AL,Centre,31268,76.7,25.1,87,9.9,0.4,0.3,1.2
87,87,AL,Centreville,41103,81.6,22.4,72.2,23.7,0.3,0.4,3
88,88,AL,Chatom,35365,76,19.8,68.2,31.1,0,0,0.6
89,89,AL,Chelsea,85757,93.5,4.9,89.5,5.7,0.3,2,3.2
90,90,AL,Cherokee,28359,80.9,19.9,77.6,18.3,0.5,0.3,1.7
91,91,AL,Chickasaw,30973,79.9,33.6,63,33.6,0.8,0.5,2.3
92,92,AL,Childersburg,25948,78.8,38.6,60.1,36.9,0.4,0.5,1.3
93,93,AL,Choccolocco,54825,89.4,14.7,87.5,7.2,0.3,0.7,4.3
94,94,AL,Chunchula,(X),91.2,0,45.7,51.9,0,0,0.5
95,95,AL,Citronelle,48125,82.5,16.9,70.7,20.2,4.9,0.5,2.6
96,96,AL,Clanton,39823,76.8,16.9,74.9,19.1,0.3,0.6,6
97,97,AL,Clay,68717,92.2,6.6,84.1,13.3,0.3,0.6,1.3
98,98,AL,Clayhatchee,32656,85.3,16.4,94.9,1.7,0.3,0.3,2.4
99,99,AL,Clayton,25203,57.8,29.3,35.8,63.8,0,0,0.6
100,100,AL,Cleveland,40909,74.4,15,89.2,0.3,0.2,0.3,18.4
101,101,AL,Clio,19539,63.1,31.4,32,36.5,0.4,0.5,36
102,102,AL,Coaling,54167,88.2,19.5,86.4,11.4,0.1,0.1,0.8
103,103,AL,Coats Bend,42821,90.9,15,84.4,12.6,0.5,0,0.9
104,104,AL,Coffee Springs,33636,78,21.2,96.1,0,0,0,2.6
105,105,AL,Coffeeville,19583,71.7,41.3,51.4,46,0,0,0.6
106,106,AL,Coker,45795,89.2,10,95.2,2,0.2,0.9,1.8
107,107,AL,Collinsville,25795,52,32.1,47.8,9,1.1,0.1,43.1
108,108,AL,Colony,33063,77,24.8,10.4,86.9,0,0.4,0.4
109,109,AL,Columbia,31806,79,20.1,77,21.1,0.4,0,0.4
110,110,AL,Columbiana,32700,74.4,24,71.3,25.1,0.3,0.2,3
111,111,AL,Concord,44620,91.3,7.9,98.5,0.5,0.2,0.2,0.5
112,112,AL,Coosada,47406,84.3,23.5,57.7,40,0.4,0.2,2.9
113,113,AL,Cordova,19139,79.8,32.8,83.4,14.5,0.8,0.1,0.7
114,114,AL,Cottonwood,25313,76.3,29.8,71.8,25.4,0.6,0,1.1
115,115,AL,County Line,55313,83.9,10.7,94.2,1.2,3.1,1.2,0.4
116,116,AL,Courtland,33125,79.6,25.8,57.6,38.4,1.3,0.3,0.3
117,117,AL,Cowarts,43533,86,11.7,80.8,14.6,0.7,0.1,1.7
118,118,AL,Creola,51705,84.4,18.1,84.7,9.8,1.8,0.1,3.1
119,119,AL,Crossville,30833,70.4,38.1,88.7,0.4,1.9,0.2,8.3
120,120,AL,Cuba,40673,92.1,21,85.3,13,0.6,0,0.3
121,121,AL,Cullman,38746,85.3,21.9,93.4,0.9,0.3,0.9,8.2
122,122,AL,Cullomburg,(X),93.4,8.5,42.1,57.3,0,0,0
123,123,AL,Cusseta,52500,83.7,9.3,95.9,2.4,0,1.6,0
124,124,AL,Dadeville,29368,73.7,28.8,50.2,47.5,0.3,0.6,0.9
125,125,AL,Daleville,45651,85.3,24.5,66.2,22.6,1.1,2.7,10.1
126,126,AL,Daphne,60737,95.8,11.2,84.1,11.8,0.4,1.5,2.9
127,127,AL,Dauphin Island,63594,95.8,3.6,97.3,0.4,1,0.2,0.7
128,128,AL,Daviston,47639,87.8,12.9,88.8,10.3,0,0.9,1.9
129,129,AL,Dayton,(X),100,48,32.7,65.4,0,0,0
130,130,AL,Deatsville,78125,96.3,5.1,77.6,19.4,0.1,0.3,1.6
131,131,AL,Decatur,41496,82.7,21.2,66.5,21.7,0.7,0.9,12.4
132,132,AL,Deer Park,(X),86.3,28.1,31.9,66.5,0,0,1.6
133,133,AL,Delta,(X),87,0,97,0,2.5,0,0.5
134,134,AL,Demopolis,27656,89.1,31,47.3,50.1,0.1,0.5,2.4
135,135,AL,Detroit,24107,64.8,27.9,83.1,13.9,0,0,0.4
136,136,AL,Dodge City,41346,81.7,16.7,96,0.7,0.8,0,2.5
137,137,AL,Dora,40769,82.3,17.2,85.6,12.2,0.3,0,0.7
138,138,AL,Dothan,42426,86.2,19.1,63.1,32.5,0.4,1.1,2.9
139,139,AL,Double Springs,29063,74.5,27.5,97.3,0.6,0.8,0.2,0.4
140,140,AL,Douglas,29318,78.5,34.9,93.3,0.8,0.4,0,3.9
141,141,AL,Dozier,21765,79.1,30.3,59.6,35.3,0.3,0.3,0
142,142,AL,Dunnavant,42857,76,7.7,96.7,0.4,0.7,0,2.3
143,143,AL,Dutton,39688,90.6,24.2,90.8,2.5,0,0,3.2
144,144,AL,East Brewton,26736,83.6,30.6,74.7,20.8,0.6,0,3.1
145,145,AL,East Point,62059,91.4,0,96.5,0,0,1,3.5
146,146,AL,Eclectic,41304,84.2,13.4,86.4,11,0.4,0,1.3
147,147,AL,Edgewater,26818,84.1,26.5,31,68.4,0.1,0,1
148,148,AL,Edwardsville,38438,87,5.1,98,0.5,0,0,0
149,149,AL,Egypt,56693,84.9,4.5,94.3,0.9,0.5,0.5,3.3
150,150,AL,Elba,26156,76.9,31.1,62.1,34.3,1.2,0.3,1.1
151,151,AL,Elberta,31190,85.8,15.8,92.9,1.4,0.3,0.8,5.3
152,152,AL,Eldridge,30000,75,37.8,97.7,0.8,0,0,0
153,153,AL,Elkmont,39583,78.2,11.2,85.9,12.7,1.2,0,0
154,154,AL,Elmore,40150,70.5,30,64.3,26.7,0.1,0.2,8.8
155,155,AL,Emelle,36250,79.3,0,5.7,94.3,0,0,0
156,156,AL,Emerald Mountain,91054,90.9,8.2,87.1,11,0.2,0.6,1.6
157,157,AL,Enterprise,54450,89.2,16.3,69.4,20.7,0.5,2,8.8
158,158,AL,Epes,25000,81.6,24.8,8.9,91.1,0,0,0
159,159,AL,Ethelsville,40417,80.6,32.3,74.1,25.9,0,0,0
160,160,AL,Eufaula,32845,81.5,25.3,51,44.6,0.5,0.6,4.3
161,161,AL,Eunola,42023,96.1,0,91.4,7.4,0,0.4,1.6
162,162,AL,Eutaw,22377,73.2,32.7,18.1,80.2,0.1,0.4,1.3
163,163,AL,Eva,39868,91.2,11.1,96.3,0,0.4,0.2,0.4
164,164,AL,Evergreen,18661,79.2,52.6,34.8,62.4,0.2,0.2,2.3
165,165,AL,Excel,34375,86,18.6,91.1,5,1.4,0,0.7
166,166,AL,Fairfield,34890,88.9,23.4,4.2,94.6,0,0,1.1
167,167,AL,Fairford,32269,57.6,0,61.3,17.7,19.9,0,0
168,168,AL,Fairhope,61489,95.4,11.2,91.1,6.2,0.2,0.7,2.8
169,169,AL,Fairview,37750,82,24,95.5,0.2,0,0.4,11.2
170,170,AL,Falkville,33846,65.1,26,92.1,3.4,1.1,0.1,2.2
171,171,AL,Faunsdale,20625,85.7,30.2,67.3,32.7,0,0,0
172,172,AL,Fayette,30646,79.1,25.9,73.4,24.3,0.3,0.3,1.4
173,173,AL,Fayetteville,34632,68.5,15.3,97.2,1.3,0.3,0,0.3
174,174,AL,Fitzpatrick,(X),60.7,15.5,78.3,21.7,0,0,2.4
175,175,AL,Five Points,45000,61.9,20.4,46.8,52.5,0,0,0
176,176,AL,Flomaton,24406,77.3,30.2,69.5,27.2,1.6,0.1,2.3
177,177,AL,Florala,25673,79.6,30.1,80.1,15.8,0.8,0.4,2.8
178,178,AL,Florence,35731,84.4,24.6,75,19.4,0.4,1.4,3.6
179,179,AL,Foley,40938,91.5,18.9,77.1,14.9,0.6,1.1,9.5
180,180,AL,Forestdale,48654,93.5,17,26.2,71.4,0.2,0.2,1.4
181,181,AL,Forkland,19063,74.1,48.1,11.9,87.4,0.2,0,0.8
182,182,AL,Fort Deposit,23963,70.5,30.2,23.7,75.5,0.1,0.1,0.4
183,183,AL,Fort Payne,38833,67.7,19,77.6,4.2,0.9,0.8,20.9
184,184,AL,Fort Rucker,59265,98.8,8,77.7,11.9,0.8,1.3,13.2
185,185,AL,Franklin,60417,85,6.6,47.7,49.7,0,1.3,0
186,186,AL,Fredonia,66591,88.6,18.4,87.9,11.6,0,0,0
187,187,AL,Frisco City,17311,77.3,31.3,45.4,49.3,1.3,0,1.8
188,188,AL,Fruitdale,63125,93.3,33,70.3,28.6,0,0,1.6
189,189,AL,Fruithurst,35625,75.8,13.5,98.2,0,1.1,0.4,0
190,190,AL,Fulton,32083,76,19.9,84.9,11,0,0.7,3.3
191,191,AL,Fultondale,51587,85.1,14,75.1,16.6,0.4,1,10.8
192,192,AL,Fyffe,42356,83.7,12.8,94,0.3,1.5,0.7,1.3
193,193,AL,Gadsden,29136,78.3,29.4,57.3,36.3,0.4,0.6,5.4
194,194,AL,Gainesville,14444,76.7,40.9,16.3,82.2,0,0,0
195,195,AL,Gallant,45859,83.7,3.9,96.7,0.2,0.6,0,1.6
196,196,AL,Gantt,47000,85.6,8.3,77,23,0,0,0
197,197,AL,Garden City,31591,79.8,19.3,98.2,0.2,0.4,0,0.4
198,198,AL,Gardendale,56132,92.2,7.8,88.4,8.6,0.3,1.2,1.5
199,199,AL,Gaylesville,26818,78.4,19.3,96.5,0,0,0,3.5
200,200,AL,Geiger,45125,71.3,19.5,26.5,73.5,0,0,2.9
201,201,AL,Geneva,29912,78.1,30.3,83.2,14,0.4,0.4,1.8
202,202,AL,Georgiana,19969,71.1,35.5,33.1,65.4,0.3,0.1,0.3
203,203,AL,Geraldine,42292,84.2,13.8,93.5,0.3,3.7,0,2
204,204,AL,Gilbertown,33750,83.8,21.5,77.2,21.9,0,0.5,0
205,205,AL,Glen Allen,24531,76.5,21.4,89.4,9.4,0.2,0.2,0.2
206,206,AL,Glencoe,46691,86.6,11.1,96.5,1.3,0.3,0.5,0.8
207,207,AL,Glenwood,36000,84.8,13.6,70.1,29.9,0,0,0
208,208,AL,Goldville,46250,86.7,9.3,100,0,0,0,5.5
209,209,AL,Good Hope,47754,86.5,15.2,92.7,0.3,0.4,0.5,7.7
210,210,AL,Goodwater,23809,71.6,32.2,24.3,73.7,0.7,0,0.7
211,211,AL,Gordo,30781,80.4,26.3,58.9,37.8,0.2,0.2,1.5
212,212,AL,Gordon,22250,66.8,26.9,21.4,76.5,0.3,0,1.5
213,213,AL,Gordonville,18224,76.1,39.2,5.2,94.8,0,0,0
214,214,AL,Goshen,40132,71.2,31.9,76.7,22.6,0.4,0,0
215,215,AL,Graham,41914,74,4.5,83.9,16.1,0,0,0
216,216,AL,Grand Bay,48767,84.6,6.4,86.9,9.4,0.6,0.7,2.3
217,217,AL,Grant,55000,89.2,7.2,98.1,0,0,0.4,1.3
218,218,AL,Grayson Valley,46250,90.4,8.9,70.6,25.8,0.3,0.9,2.2
219,219,AL,Graysville,41282,79.8,17.4,73.9,23.6,0.4,0.2,1.7
220,220,AL,Greensboro,21797,75,39.3,32,66.5,0.2,0.8,0.5
221,221,AL,Greenville,29741,78.4,25.8,41.7,55.5,0,1.8,1.3
222,222,AL,Grimes,31579,84.5,19.1,55.9,36.7,0,0,2.9
223,223,AL,Grove Hill,31786,85.8,26.1,56.6,41.3,0.3,0.3,2
224,224,AL,Guin,23000,75.4,37.5,86.9,10.9,0,0.1,1.3
225,225,AL,Gulfcrest,68462,87.2,0,88.2,3.1,5.6,0,1.2
226,226,AL,Gulf Shores,47662,92.9,16.6,93.4,1.5,0.5,0.9,4
227,227,AL,Guntersville,39756,83.1,16.2,85.8,7.8,0.5,1.5,3.8
228,228,AL,Gurley,32500,74.5,30.8,76.3,17.1,1.7,1.2,3.5
229,229,AL,Gu-Win,39000,87.2,12,85.8,5.1,4,0,4
230,230,AL,Hackleburg,28819,76.5,25.7,97.7,0.1,0.2,0,1.3
231,231,AL,Hackneyville,60474,95.1,17.8,97.7,0.9,0.3,1.2,0.3
232,232,AL,Haleburg,54167,80,8.3,94.2,4.9,0,0,0
233,233,AL,Haleyville,24291,70.7,26.8,92.1,0.7,1,0.5,6
234,234,AL,Hamilton,33053,82.7,18.5,89.3,7.7,0.4,0.2,3.1
235,235,AL,Hammondville,43281,74.5,8,90,0.8,0.2,0.6,6.8
236,236,AL,Hanceville,29231,77.7,25.8,92.4,3.6,0.2,0.7,2.4
237,237,AL,Harpersville,35972,80.7,18.8,73.1,23.5,0.3,0.7,2.6
238,238,AL,Hartford,22094,70.6,36.7,77.9,17.9,0.6,0.1,3.1
239,239,AL,Hartselle,53878,91.9,6.9,91.5,4.3,0.8,0.4,2.5
240,240,AL,Harvest,63708,90.6,5.5,62.2,31.7,0.5,1.2,3.1
241,241,AL,Hatton,(X),83.2,0,89.7,0,7.3,0,0
242,242,AL,Hayden,50795,83.4,7.9,87.6,8.8,0.7,0.2,0
243,243,AL,Hayneville,18802,72.1,44.4,15,84.5,0,0,0.1
244,244,AL,Hazel Green,41938,88.2,14.9,88.9,5.9,1.5,0.4,2.3
245,245,AL,Headland,51822,88.1,13.1,70.1,27.5,0.4,0.3,1.4
246,246,AL,Heath,38333,80.3,32.5,88.6,10.6,0,0,1.2
247,247,AL,Heflin,25823,74.3,22.6,87.3,9.4,0.5,0.1,2.4
248,248,AL,Helena,84615,97.7,2.1,82.5,13.1,0.2,1.5,3.3
249,249,AL,Henagar,30757,71.7,19.4,96.2,0,1.8,0,1.4
250,250,AL,Highland Lake,51250,94.3,9.2,98.8,0,1,0.2,0.7
251,251,AL,Highland Lakes,124291,97.6,2,87.6,7.6,0.2,2.3,1.6
252,252,AL,Hillsboro,34712,74.6,17.6,14.1,80.1,1.8,0.2,1.6
253,253,AL,Hissop,25032,73.8,23.2,25.1,74.3,0,0.2,2
254,254,AL,Hobson,(X),63.6,0,99.2,0,0,0,0
255,255,AL,Hobson City,25563,77.3,41.3,12.6,85.9,0,0.4,1.3
256,256,AL,Hodges,29583,69.3,26.9,98.6,0,1.4,0,1
257,257,AL,Hokes Bluff,46042,89.2,13.7,98.5,0.3,0.1,0.4,0.2
258,258,AL,Hollins,(X),68.2,24.4,89.4,7.7,0.6,0,0.7
259,259,AL,Hollis Crossroads,34408,71.4,29,86,5.4,0.3,0,8.4
260,260,AL,Holly Pond,44750,90.4,19,98.5,0.3,0.4,0,1.4
261,261,AL,Hollywood,29306,71.3,20.3,75.8,14.8,1.7,0.3,4.9
262,262,AL,Holt,30446,75,46.4,39.4,55.2,0.4,0.2,7.2
263,263,AL,Holtville,52713,85.6,11.1,90.4,7.4,0.5,0.2,1.3
264,264,AL,Homewood,61626,93.5,12.7,74.6,17.3,0.2,2.2,7.3
265,265,AL,Hoover,77146,95.2,6,75.1,14.8,0.2,5.1,6
266,266,AL,Horn Hill,34464,66.3,10.2,91.7,1.3,3.9,0,3.1
267,267,AL,Hueytown,42172,86.5,14.3,70,27.2,0.3,0.5,2
268,268,AL,Huguley,42063,79.3,16.3,73,25,0.6,0.2,1.2
269,269,AL,Huntsville,48775,90.2,18.2,60.3,31.2,0.6,2.4,5.8
270,270,AL,Hurtsboro,19732,75.3,46,29.1,69.6,0.5,0,2.2
271,271,AL,Hytop,38542,70.6,14.7,91.5,0.3,4.5,0,3.4
272,272,AL,Ider,32692,80.5,15.4,93.2,0.6,4,0,0.1
273,273,AL,Indian Springs Village,96346,97.2,4.4,95.7,1.5,0.2,1.9,0.9
274,274,AL,Irondale,47351,87.4,20.5,56.3,35.4,0.3,1.4,7.8
275,275,AL,Ivalee,50737,77,0,96.1,1.6,0.5,0,1.4
276,276,AL,Jackson,31232,85.8,24.7,54.9,42.9,0.7,0.4,1.4
277,277,AL,Jacksons' Gap,36719,67.1,26.1,68.2,28.9,0.5,0.5,1.9
278,278,AL,Jacksonville,38903,89,31.2,68.7,26.8,0.5,1.3,2.3
279,279,AL,Jasper,39695,85.3,22.3,81.3,13.4,0.3,0.7,4.4
280,280,AL,Jemison,38500,77.8,24.9,77.8,17.7,0.1,0.1,7
281,281,AL,Joppa,23672,67.3,0,81.4,0.2,0.8,0,17.2
282,282,AL,Kansas,38542,66.4,25.3,100,0,0,0,0
283,283,AL,Kellyton,29688,71.3,29.8,68.2,19.8,0,0,11.5
284,284,AL,Kennedy,35054,82.6,10.9,83.4,14.3,0,0.2,0.9
285,285,AL,Killen,55313,87.1,17.7,94,3.2,0.3,0.5,2.4
286,286,AL,Kinsey,37109,75.9,16.2,49.9,46,0.3,0.1,4
287,287,AL,Kinston,23571,69.5,30.2,95.6,0.2,2,0.6,0.9
288,288,AL,Ladonia,32713,84.4,26,86.5,9.8,0.7,0.3,2.7
289,289,AL,La Fayette,25666,69.7,24.8,29.3,68.8,0.1,0.4,1.9
290,290,AL,Lakeview,46250,92.3,13.5,86.7,0,3.5,0,0
291,291,AL,Lake View,88594,95.7,2.2,93.9,4.2,0.1,0.7,0.6
292,292,AL,Lanett,25220,77.2,29.8,39.3,57.5,0.2,0.1,2.4
293,293,AL,Langston,31875,85.1,24.6,94.4,1.1,0,0,0
294,294,AL,Leeds,52689,87.2,15.4,78.7,14.3,0.4,0.6,6.6
295,295,AL,Leesburg,41397,80.5,18,96.5,1.1,0,0,1.3
296,296,AL,Leighton,22500,71.9,25.6,43.3,53.2,0.3,0.1,0.5
297,297,AL,Leroy,47365,99.3,6.7,78.6,20.1,0.2,0,0.2
298,298,AL,Lester,(X),89,16.1,99.1,0,0,0,0.9
299,299,AL,Level Plains,65769,91.3,11.1,75.3,12.4,0.5,1.5,11
300,300,AL,Lexington,35521,87.1,21.3,98.4,0,0.5,0.1,0.8
301,301,AL,Libertyville,44286,77.3,4.8,88.9,0.9,1.7,0,4.3
302,302,AL,Lincoln,55605,87.5,12.7,73.3,23.4,0.5,0.4,1.9
303,303,AL,Linden,29722,87.1,25.1,51.1,46.7,0.1,0.2,2
304,304,AL,Lineville,31472,77.8,12.9,58.6,36.9,0.3,0.2,4.6
305,305,AL,Lipscomb,26163,71,30.6,22,61,1.1,0,19.7
306,306,AL,Lisman,28750,67.2,44.9,6.7,92.2,0,0,0.2
307,307,AL,Littleville,49107,81.8,7.7,96.5,0.7,0.7,0.6,1.8
308,308,AL,Livingston,14426,86,55.2,34.6,63.9,0.1,0.3,0.7
309,309,AL,Loachapoka,34688,89.5,31.8,58.9,37.2,0,2.8,1.1
310,310,AL,Lockhart,36250,82.2,14.9,72.7,25.2,0.2,0,1.4
311,311,AL,Locust Fork,57143,81.9,14.2,97,0.6,0.8,0,2.4
312,312,AL,Lookout Mountain,51058,82.3,14.9,95.9,2.3,0.4,0,1.2
313,313,AL,Louisville,34286,65.7,11.8,49.3,44.1,0.8,0,7.9
314,314,AL,Lowndesboro,39375,90.2,3.4,76.5,20.9,0,0,0.9
315,315,AL,Loxley,48000,85.3,20,84.4,9.4,0.7,0.6,5.1
316,316,AL,Luverne,29844,77.9,20.3,62.6,29.6,0.3,5.5,1.9
317,317,AL,Lynn,33452,74.8,27.9,98,0,0.3,0,0.9
318,318,AL,McDonald Chapel,15588,60.3,62.6,55.8,39.3,0,0.6,2.8
319,319,AL,Macedonia,(X),81.4,4.2,8.9,91.1,0,0,0
320,320,AL,McIntosh,48625,95.8,13.7,37,55.5,4.2,0.4,2.9
321,321,AL,McKenzie,31500,75.5,22.5,67.7,29.8,0.4,0,0.4
322,322,AL,McMullen,(X),40,40,10,60,0,0,30
323,323,AL,Madison,92960,95.7,6.7,74,14.6,0.5,7,4.3
324,324,AL,Madrid,38750,70.6,14.9,88.9,8.6,0.6,0.9,3.1
325,325,AL,Magnolia Springs,47614,89.1,5.3,96.3,0.1,0.6,0.4,2.8
326,326,AL,Malcolm,(X),90.1,63.7,40.1,57.2,0.5,0.5,0
327,327,AL,Malvern,37000,74,19.8,91.2,4.8,0.7,0.1,4.8
328,328,AL,Maplesville,32788,77.3,29.1,68.9,28.5,0.1,0,1.1
329,329,AL,Marbury,37672,83.8,9.9,92.2,3.8,0.1,0,3.8
330,330,AL,Margaret,64789,92.5,10.1,77.3,19.3,0.3,0.8,1.6
331,331,AL,Marion,31029,81.4,33,34.3,64.1,0.2,0.6,1.9
332,332,AL,Maytown,43750,88.4,9.2,89.4,9.6,0.3,0,0
333,333,AL,Meadowbrook,92193,94,6.5,92.8,3.9,0.1,2.1,1.6
334,334,AL,Megargel,-,53.1,46.9,91.9,3.2,3.2,0,0
335,335,AL,Memphis,(X),29.4,60.5,0,100,0,0,0
336,336,AL,Mentone,38750,87.5,10.9,92.2,1.9,1.4,0,0.6
337,337,AL,Meridianville,68368,86.6,15.4,76.3,18.5,0.7,1.7,2.7
338,338,AL,Midfield,39678,90.2,20.1,16.4,81.6,0.1,0.2,1.4
339,339,AL,Midland City,27163,79.3,31.5,70.4,23.3,0.5,0.4,4.1
