,Unnamed: 0,Geographic Area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
15865,15865,NJ,Columbia,78417,97.1,27.6,96.9,3.1,0,0,2.2
15866,15866,NJ,Concordia,48472,89.6,5.2,96.3,2.2,0,1.1,1.4
15867,15867,NJ,Corbin City,56875,93.1,10.4,97.6,0.4,0,1.2,3.5
15868,15868,NJ,Country Lake Estates,76226,87.1,8.9,70.4,18.3,0.2,3,11.6
15869,15869,NJ,Cranbury,148375,94.8,0.2,82.5,4.1,0,11.2,2.2
15870,15870,NJ,Crandon Lakes,85147,95,10.7,97.4,0.6,0,1.1,3.1
15871,15871,NJ,Cresskill,110156,93.9,3.5,68.9,0.7,0,27.6,6.3
15872,15872,NJ,Crestwood Village,29649,86.3,10.4,96.9,1.5,0.1,0.6,2.1
15873,15873,NJ,Dayton,118071,96.5,2.9,40.2,9.2,0.2,46,5.8
15874,15874,NJ,Deal,80714,85.7,8.6,91.6,1.6,0,3.5,7.3
15875,15875,NJ,Delaware,101339,100,0,88.7,0,0,4.7,10.7
15876,15876,NJ,Delaware Park,85069,88.3,0,96.4,0.6,0,1.1,5.7
15877,15877,NJ,Demarest,163571,97.7,2,70.2,0.6,0,26.4,4.4
15878,15878,NJ,Diamond Beach,105000,100,0,100,0,0,0,0
15879,15879,NJ,Dover,60822,71.2,7.6,66.5,6.1,0.6,2.5,69.4
15880,15880,NJ,Dover Beaches North,67708,96.6,12.4,98.7,0.2,0.4,0.3,1.9
15881,15881,NJ,Dover Beaches South,61346,90.7,10,95.9,0.2,0,0.2,5.9
15882,15882,NJ,Dumont,93074,92.5,3.4,75.9,2.5,0.2,15,14.8
15883,15883,NJ,Dunellen,77099,88.3,8,73.5,8.6,0.3,4.5,26.7
15884,15884,NJ,East Franklin,59643,85.9,9.8,29.5,39,0.7,5.2,41.1
15885,15885,NJ,East Freehold,119688,96.4,4.9,85.8,2.6,0,8.8,5.5
15886,15886,NJ,East Millstone,100750,100,0,78.6,10.5,0,7.8,2.9
15887,15887,NJ,East Newark,49375,79,19.9,63,1.9,0.4,7.8,61.4
15888,15888,NJ,East Orange,36921,85.4,21.1,4.1,88.5,0.4,0.7,7.9
15889,15889,NJ,East Rocky Hill,128269,100,0,74.2,7.7,0,7,15.6
15890,15890,NJ,East Rutherford,78680,92.9,10.1,73,4.5,0.2,13.9,17.5
15891,15891,NJ,Eatontown,64149,91.4,9.2,71.3,12.4,0.3,8.7,12.4
15892,15892,NJ,Echelon,51053,90.3,12.1,63.9,12,0.2,19.5,4.4
15893,15893,NJ,Edgewater,101767,94.8,9.8,53.3,5,0.1,35.5,11.1
15894,15894,NJ,Egg Harbor City,43235,80,15.7,63,17.9,0.4,2.2,26.3
15895,15895,NJ,Elizabeth,43568,72.8,19,54.6,21.1,0.8,2.1,59.5
15896,15896,NJ,Ellisburg,61544,89.4,14.5,78.4,6.2,0.1,11.7,6.6
15897,15897,NJ,Elmer,72411,93.3,11.7,94.1,2.2,0.6,0.8,3.2
15898,15898,NJ,Elmwood Park,71852,87.7,9.5,75.4,5.3,0.3,10.7,21.2
15899,15899,NJ,Elwood,40313,69,26.1,61.4,13.2,0.3,1.4,37.9
15900,15900,NJ,Emerson,102500,91.8,7.8,87.3,1.1,0,8.6,8.4
15901,15901,NJ,Englewood,75074,88.8,11.5,45.3,32.6,0.5,8.1,27.5
15902,15902,NJ,Englewood Cliffs,140605,92.1,3.5,56.4,2.1,0.1,38.5,6
15903,15903,NJ,Englishtown,83317,92.1,4.7,88.1,2.6,0,6.8,8
15904,15904,NJ,Erma,76622,89.4,7.8,95.7,1.1,0.2,0.9,2.6
15905,15905,NJ,Essex Fells,172386,99.6,1.6,94.6,1.1,0,2.2,2
15906,15906,NJ,Estell Manor,78750,91.9,5.1,96.5,0.9,0.1,1.6,1
15907,15907,NJ,Fair Haven,157344,98.5,0.9,94.6,2.5,0.1,1.1,2.7
15908,15908,NJ,Fair Lawn,99536,92,5.1,84.4,1.7,0.1,9.7,10.2
15909,15909,NJ,Fairton,49167,83.9,14.4,71.8,12.8,4.8,0.7,8.1
15910,15910,NJ,Fairview,53846,75.6,17.2,66.4,2.9,0.7,4.6,54.6
15911,15911,NJ,Fairview,105595,96.2,4.1,95.3,0.8,0,1.2,5.5
15912,15912,NJ,Fanwood,111905,98.8,0.8,84.7,5.3,0.1,6.8,6.3
15913,15913,NJ,Far Hills,103333,95,4.3,95.3,0.7,0,1.8,9.6
15914,15914,NJ,Farmingdale,61101,95.8,14.7,89.6,2.9,0.5,3.2,6.9
15915,15915,NJ,Fieldsboro,74375,89.5,6,81.1,12.6,0,2,2.8
15916,15916,NJ,Finderne,85350,95.3,4.8,70.9,5.6,0.3,14.8,21
15917,15917,NJ,Finesville,71125,100,0,97.1,0,0,1.1,2.9
15918,15918,NJ,Flemington,50333,74.7,17.5,78.5,3.9,0.3,5.8,26.2
15919,15919,NJ,Florence,55241,89.1,7.3,74.2,16.9,0.2,2.9,5.2
15920,15920,NJ,Florham Park,103916,96,5.8,86.3,4.4,0.1,6.4,5.1
15921,15921,NJ,Folsom,66250,87.1,6.4,90.9,4.2,0.2,0.8,6.7
15922,15922,NJ,Fords,83201,89.6,7.4,61,9.2,0.3,20.7,17.4
15923,15923,NJ,Forked River,67167,91.9,12.3,95.6,0.7,0.2,0.6,6.6
15924,15924,NJ,Fort Dix,57371,86.8,7.2,52.6,34.5,0.7,1.9,21.5
15925,15925,NJ,Fort Lee,70415,92.7,9.8,53.5,2.8,0.1,38.4,11
15926,15926,NJ,Franklin,57599,91.6,8.9,92.2,2.2,0.3,1.7,7.8
15927,15927,NJ,Franklin Center,102361,96.4,1.4,74.6,9.2,0,13.1,5.9
15928,15928,NJ,Franklin Lakes,156146,96.7,3.1,88.9,1.4,0,7.3,5
15929,15929,NJ,Franklin Park,91364,93.8,6.6,31.9,27.3,0.3,34.5,7.8
15930,15930,NJ,Freehold,54595,76.1,15.6,65.7,12.6,0.5,2.9,42.9
15931,15931,NJ,Frenchtown,77396,95.2,7.4,96.6,0.8,0.4,0.9,5.1
15932,15932,NJ,Garfield,45469,83.7,16.3,76.7,6.5,0.4,2.2,32.2
15933,15933,NJ,Garwood,73924,92.8,2.3,93.2,1.1,0,2,8.8
15934,15934,NJ,Gibbsboro,82944,93.5,4.6,92.6,2.2,0,2.3,4.1
15935,15935,NJ,Gibbstown,64478,89.7,7.9,95.9,1.8,0.1,0.4,2
15936,15936,NJ,Glassboro,64246,92.2,19.5,72.2,18.7,0.1,2.9,7.4
15937,15937,NJ,Glendora,56118,85.3,6.3,94.7,1.5,0.1,0.7,4.7
15938,15938,NJ,Glen Gardner,61917,93.8,7,94.5,1.8,0.1,1.8,5.3
15939,15939,NJ,Glen Ridge,170433,97.9,1.1,86.2,5,0,4.6,5
15940,15940,NJ,Glen Rock,155221,97.7,2,87.2,1.4,0.1,9.1,4.5
15941,15941,NJ,Gloucester City,50615,85.1,9.6,90.5,3.1,0.1,2.7,6.7
15942,15942,NJ,Golden Triangle,72109,88.5,14,71.3,10.6,0.2,9.5,11.5
15943,15943,NJ,Great Meadows,100515,91.2,5.4,91.7,0.3,0,4.3,4.3
15944,15944,NJ,Green Knoll,111558,93.8,5.1,79.6,3.2,0.1,14.8,6.1
15945,15945,NJ,Greentree,115903,97.5,1.6,73.5,6.5,0.1,17.3,3
15946,15946,NJ,Greenwich,149167,98.5,4.9,73.6,10.6,0.1,11.1,9
15947,15947,NJ,Griggstown,130455,92.5,8.1,86.8,2.8,0.2,4,6.2
15948,15948,NJ,Groveville,86004,94.9,3.7,84.6,8.6,0.1,3.3,7.1
15949,15949,NJ,Guttenberg,56837,79.3,15.4,67.4,4.8,0.9,7.3,64.8
15950,15950,NJ,Hackensack,55289,86.6,15.8,46.7,24.4,0.6,10.3,35.3
15951,15951,NJ,Hackettstown,64464,86.5,10.9,85.1,2.5,0.2,5,15.2
15952,15952,NJ,Haddonfield,128440,98.7,2.8,95.2,1.1,0,1.9,2.1
15953,15953,NJ,Haddon Heights,88162,94.9,3.5,95.5,1.1,0.2,1.3,2.6
15954,15954,NJ,Hainesburg,90156,100,0,96.7,0,2.2,0,11
15955,15955,NJ,Haledon,64024,83.5,12.9,62.4,11.8,0.5,6.3,41.6
15956,15956,NJ,Hamburg,75179,92.3,6.6,91.3,2,0.2,2,6.9
15957,15957,NJ,Hamilton Square,107051,94.4,1.2,92.8,1.7,0.1,3.6,3.8
15958,15958,NJ,Hammonton,62798,84.7,10.5,81.7,3,0.3,1.4,20.9
15959,15959,NJ,Hampton,72045,93.5,5.5,92.3,2.5,0.7,1.9,5.4
15960,15960,NJ,Hancocks Bridge,44063,86.2,30.5,97.2,1.6,0,1.2,0.8
15961,15961,NJ,Harlingen,191023,100,0,77.8,1.7,0,16.5,5.7
15962,15962,NJ,Harmony,63571,92,2.9,98.2,0.7,0,0,0.7
15963,15963,NJ,Harrington Park,128088,96.5,4.9,79.8,0.7,0,17.4,3.5
15964,15964,NJ,Harrison,56713,77.9,13.8,58.3,2.2,0.6,16.3,44.2
15965,15965,NJ,Harvey Cedars,69167,97.8,6.3,99.1,0.6,0,0.3,0.9
15966,15966,NJ,Hasbrouck Heights,81460,94.4,6,81.3,2.9,0.1,10,14.9
15967,15967,NJ,Haworth,160526,97.8,0.9,84.6,1.2,0,11.9,4.4
15968,15968,NJ,Hawthorne,82532,92.2,5.3,88.6,2.3,0.2,2.8,15.4
15969,15969,NJ,Heathcote,107420,96.5,6.3,48.8,9.7,0.1,37.2,5.8
15970,15970,NJ,Helmetta,74554,92.9,4.9,88.6,3.9,0.1,4.9,7.5
15971,15971,NJ,High Bridge,81250,94.9,2.7,93.2,1.3,0.2,3.2,6
15972,15972,NJ,Highland Park,68837,95.6,11.1,68.3,7.8,0.1,17.8,9
15973,15973,NJ,Highlands,62770,93.6,12.1,93,1.6,0.3,1.3,6.5
15974,15974,NJ,Hightstown,71174,83.6,6.5,69.4,8,0.6,4.1,30.3
15975,15975,NJ,Hillsdale,108224,94.2,8.2,89.4,1,0.1,6.3,7.8
15976,15976,NJ,Hi-Nella,47589,90.7,13.8,71.7,15.1,0.7,4,10.6
15977,15977,NJ,Hoboken,114381,94,10.8,82.2,3.5,0.1,7.1,15.2
15978,15978,NJ,Ho-Ho-Kus,162386,96.8,0.2,92,0.2,0.1,5.8,4.1
15979,15979,NJ,Holiday City-Berkeley,31807,82.4,8.3,97.8,0.7,0.1,0.7,2.4
15980,15980,NJ,Holiday City South,35743,85.3,7.7,92.2,5.6,0.1,0.7,2.6
15981,15981,NJ,Holiday Heights,38073,79,2.9,98.3,0.8,0,0.6,1.9
15982,15982,NJ,Hopatcong,76875,94.1,6.6,91.1,2.9,0.1,2.3,11.3
15983,15983,NJ,Hope,83409,86.7,8.2,92.3,1,0,5.6,4.6
15984,15984,NJ,Hopewell,101316,98,1.7,95.1,1.5,0.1,0.7,3.7
15985,15985,NJ,Hutchinson,102188,100,0,94.1,0,2.2,0,0
15986,15986,NJ,Interlaken,135938,97.5,1.1,98.4,0,0,0.5,1.7
15987,15987,NJ,Iselin,81843,89.4,5.8,41.5,6.7,0.3,46.1,7.1
15988,15988,NJ,Island Heights,78147,97.3,8.2,95.8,0.2,0.1,1.4,2.4
15989,15989,NJ,Jamesburg,70787,87.6,11.1,73.9,8.8,0.8,4.5,22.4
15990,15990,NJ,Jersey City,59537,85.5,19.3,32.7,25.8,0.5,23.7,27.6
15991,15991,NJ,Johnsonburg,(X),71.2,0,100,0,0,0,0
15992,15992,NJ,Juliustown,94500,85.8,3,93.7,2.8,0,1.4,1.2
15993,15993,NJ,Keansburg,47686,85,16.2,84.2,6.6,0.2,1.7,14.8
15994,15994,NJ,Kearny,60015,83.3,12,73.6,5.4,0.4,4.4,39.9
15995,15995,NJ,Kendall Park,116113,92.2,4.7,65.5,5.2,0.2,25.1,6.8
15996,15996,NJ,Kenilworth,97279,86.3,2.2,88.1,2.9,0.1,3.8,15.5
15997,15997,NJ,Kenvil,96324,89.5,6.8,83.5,2.2,0.1,7.2,16
15998,15998,NJ,Keyport,54522,85.5,10.2,80,7.2,0.3,2.4,18.3
15999,15999,NJ,Kingston,76629,93.9,0,75.4,5.6,0.2,12.5,9.7
16000,16000,NJ,Kingston Estates,69159,94.7,5.9,76.7,6.9,0.2,12.5,5.2
16001,16001,NJ,Kinnelon,140265,97.2,2.7,93.1,0.9,0,4.3,4.1
16002,16002,NJ,Lake Como,62663,90.6,14.1,82.9,6.1,0.9,1.2,18.3
16003,16003,NJ,Lakehurst,66078,88.6,11.7,77.2,10.8,0.6,2.1,13.1
16004,16004,NJ,Lake Mohawk,121849,97.4,3.3,95.9,0.6,0.1,1.5,4.8
16005,16005,NJ,Lake Telemark,105417,97.8,6.3,93.8,1.7,0.1,1.8,4.2
16006,16006,NJ,Lakewood,37976,79.9,39.3,85.8,4.8,0.3,0.5,17.7
16007,16007,NJ,Lambertville,79444,92.9,4.5,91.3,1.9,0.2,1.3,9.8
16008,16008,NJ,Laurel Lake,41192,73.9,25,90.1,3.7,0.3,0.5,6.5
16009,16009,NJ,Laurel Springs,81250,95.4,7.3,92.9,3.5,0.1,1,3.9
16010,16010,NJ,Laurence Harbor,74103,94.3,3.9,80.2,5.9,0.3,8.1,11
16011,16011,NJ,Lavallette,61989,93.6,7.2,97.9,0.1,0,0.5,3
16012,16012,NJ,Lawnside,59279,90.7,15.9,4.2,88.8,0.6,1.4,4.4
16013,16013,NJ,Lawrenceville,93447,98.6,2.7,85.2,4,0.1,7.8,4.3
16014,16014,NJ,Lebanon,86620,97.2,6.6,90.1,1.8,0.1,5.2,5
16015,16015,NJ,Leisure Knoll,39946,89.2,5.3,97.6,1.4,0,0.4,1.9
16016,16016,NJ,Leisuretowne,35045,83.8,7.4,96.1,2.6,0.1,0.7,1
16017,16017,NJ,Leisure Village,32277,83.3,11.7,82.9,9.9,0.2,0.8,16.2
16018,16018,NJ,Leisure Village East,37976,92.1,7.6,97.3,1.5,0,0.6,2.7
16019,16019,NJ,Leisure Village West,34782,87.7,6.4,97.1,1.6,0.1,0.7,1.9
16020,16020,NJ,Leonardo,56583,94.8,7.7,95.5,1,0.1,1,6.5
16021,16021,NJ,Leonia,86107,93.2,11.6,55.2,2.3,0.2,35.1,16.7
16022,16022,NJ,Lincoln Park,81956,93.7,3.4,86.3,1.8,0.2,7.4,9.6
16023,16023,NJ,Lincroft,130750,95.8,3.1,94.8,0.5,0,3.3,3.6
16024,16024,NJ,Linden,63250,84.4,9.4,59.2,26.9,0.3,2.7,24.9
16025,16025,NJ,Lindenwold,38906,82.5,17.6,48.1,34.7,0.4,2.8,20.9
16026,16026,NJ,Linwood,82419,94.5,3,93.2,1,0.1,3.8,3
16027,16027,NJ,Little Ferry,67357,90.3,9.8,60.8,3.9,0.3,24.2,23
16028,16028,NJ,Little Silver,136818,100,3.5,96.4,0.3,0.1,1.7,3
16029,16029,NJ,Loch Arbour,112500,98.5,0.5,94.8,1.5,0,1.5,3.6
16030,16030,NJ,Lodi,50774,83.2,14.9,68.2,7.5,0.4,8.6,30.5
16031,16031,NJ,Long Branch,48327,84.1,18.7,65.3,14.2,0.6,2.1,28.1
16032,16032,NJ,Longport,86484,96,3.4,98.9,0.3,0.1,0.4,1.1
16033,16033,NJ,Long Valley,95000,87.8,3.1,94.7,0.5,0,1.8,5.3
16034,16034,NJ,Lopatcong Overlook,75536,95.2,15.6,81.6,10.4,0,4,9.8
16035,16035,NJ,McGuire AFB,52058,97.4,3.4,69.1,16.2,0.5,2.6,13.6
16036,16036,NJ,Madison,110040,95.5,5.7,86.8,3,0.1,5.5,8.9
16037,16037,NJ,Madison Park,65549,89.4,5.2,52.1,13.3,0.2,25.7,13.9
16038,16038,NJ,Magnolia,57883,92.9,12.8,74.7,18.3,0.3,1.9,7.8
16039,16039,NJ,Manahawkin,67518,85.3,11.4,91.6,0.4,0.4,2.5,8.3
16040,16040,NJ,Manasquan,93200,97.7,5.9,96.1,0.3,0,0.6,7
16041,16041,NJ,Mantoloking,126250,97.4,2.5,94.9,1.7,0.3,0.3,2.4
16042,16042,NJ,Manville,64514,88.7,9.9,86.3,2.7,0.1,2,19
16043,16043,NJ,Margate City,67138,95.1,9.2,96.4,0.7,0.1,1,2.8
16044,16044,NJ,Marksboro,71875,80.4,0,97.6,1.2,0,1.2,0
16045,16045,NJ,Marlton,71480,93.2,5.8,86.6,4.3,0.1,6.1,4.4
16046,16046,NJ,Martinsville,126745,96.4,3.4,88.4,1.3,0,8.2,3.8
16047,16047,NJ,Matawan,81420,94.2,7.7,81,7,0.1,6.4,10.8
16048,16048,NJ,Mays Landing,48664,91.9,7.3,89,5.5,0.5,1,7.3
16049,16049,NJ,Maywood,81339,93.2,5.7,74.8,5.3,0.2,11,18.7
16050,16050,NJ,Medford Lakes,100024,98,0.6,97.3,0.5,0.2,1,1.7
16051,16051,NJ,Mendham,129853,98.8,3.1,95.7,1,0,2,2.7
16052,16052,NJ,Mercerville,80604,90.9,2.6,88.8,4,0.2,3.7,6.9
16053,16053,NJ,Merchantville,69833,88.2,5.1,76.6,13,0.4,2.3,11.6
16054,16054,NJ,Metuchen,112971,95,2.8,77.9,4.9,0.1,13,6.9
16055,16055,NJ,Middlebush,142188,96.9,1.3,62.8,12.6,0.2,20,6.9
16056,16056,NJ,Middlesex,79327,90.8,2.5,81.2,5.1,0.2,6,16.5
16057,16057,NJ,Midland Park,89130,95.8,5.5,92.8,0.8,0.1,2.7,6.6
16058,16058,NJ,Milford,78681,95.2,5.3,97.3,0.2,0.2,1,2.2
16059,16059,NJ,Millstone,103000,93.5,2.7,95.7,1.2,0,1.7,3.6
16060,16060,NJ,Milltown,101685,96.6,9.3,92.4,1.2,0.1,3.4,6.5
16061,16061,NJ,Millville,49133,86.7,17.5,69,19.8,0.9,1.2,14.9
16062,16062,NJ,Monmouth Beach,103287,99.1,5.6,97.5,0.3,0.1,0.7,1.9
16063,16063,NJ,Monmouth Junction,96915,93.3,2.5,57.4,6,0.2,32.9,5
16064,16064,NJ,Montvale,110635,95.6,7.8,84.8,1,0.1,11,5.3
16065,16065,NJ,Moonachie,55179,81.4,9.9,76.6,1.4,0.1,10,24.4
16066,16066,NJ,Moorestown-Lenola,101886,96.3,4.7,84.9,8.3,0.1,3.1,4.1
16067,16067,NJ,Morganville,141968,95.9,0.5,75.1,3.3,0.1,18.5,5
16068,16068,NJ,Morris Plains,110817,96.3,2.1,89.4,2.7,0.1,5,5.7
16069,16069,NJ,Morristown,77407,85.1,10.7,62.5,14,0.6,4.3,34.1
16070,16070,NJ,Mountain Lake,59688,93.7,7.8,95.7,0.5,0.2,1.4,2.4
16071,16071,NJ,Mountain Lakes,164432,98.1,3.2,89.6,0.4,0.1,7.6,2.5
16072,16072,NJ,Mountainside,133571,95.4,4.6,91.3,2,0,4.9,6.1
16073,16073,NJ,Mount Arlington,84912,96.3,0.7,90.4,2.3,0.2,3.6,8.2
16074,16074,NJ,Mount Ephraim,61715,89.4,12.4,93.6,2.1,0.1,0.7,5.3
16075,16075,NJ,Mount Hermon,92813,96,13.9,95.7,0.7,0,2.1,1.4
16076,16076,NJ,Mullica Hill,101469,90.7,4.4,92.9,3.8,0.1,1.3,3.2
16077,16077,NJ,Mystic Island,54808,89.4,10.6,95.1,0.9,0.2,1.1,5
16078,16078,NJ,National Park,57356,90,9.5,96.3,1.4,0.2,0.6,2
16079,16079,NJ,Navesink,102031,98.1,3.9,89.6,6.1,0.1,2.2,5
16080,16080,NJ,Neptune City,55728,93.5,14.8,78,10.6,0.2,4.5,10.1
16081,16081,NJ,Netcong,54659,89.5,12.1,84.2,3.9,0.3,2.8,17.7
16082,16082,NJ,Newark,33139,72.3,29.7,26.3,52.4,0.6,1.6,33.8
16083,16083,NJ,New Brunswick,38435,61.6,34.7,45.4,16,0.9,7.6,49.9
16084,16084,NJ,New Egypt,80583,91.1,7.4,91.4,2,0.8,1,10.5
16085,16085,NJ,Newfield,70556,92.9,7.3,94.7,2.2,0.3,0.3,6.6
16086,16086,NJ,New Milford,78077,91.3,7,70.5,3.7,0.1,19.4,13.6
16087,16087,NJ,New Providence,130057,95.7,4.5,86,1.3,0.1,9.8,6.4
16088,16088,NJ,Newton,48409,84.9,14.3,85,4.9,0.5,3,12.3
16089,16089,NJ,New Village,85208,94.8,1.6,96.4,0.2,0.2,1.2,2.4
16090,16090,NJ,North Arlington,66484,90,8,82.6,1.4,0.2,7.9,20.9
16091,16091,NJ,North Beach Haven,78261,96.5,10.5,96.5,0.2,0,0.5,5.4
16092,16092,NJ,North Caldwell,200152,96.5,2.3,91.7,0.7,0,5.7,4.2
16093,16093,NJ,North Cape May,51399,90.3,5.1,92.9,3.2,0.3,0.6,3.7
16094,16094,NJ,Northfield,68854,91.1,12.4,87.1,3.2,0.2,4.5,8
16095,16095,NJ,North Haledon,96161,93.9,4.1,91.5,1.8,0,3.8,7.5
16096,16096,NJ,North Middletown,81691,92.4,8.8,90.8,1.8,0.2,2.6,9.6
16097,16097,NJ,North Plainfield,66272,84.4,10.6,55,18.8,0.3,5.8,44.2
16098,16098,NJ,Northvale,84881,89.9,9,71.9,1.1,0.2,24,8.1
16099,16099,NJ,North Wildwood,43941,87.7,9.5,95,1.1,0.3,0.3,4
16100,16100,NJ,Norwood,92203,93.4,4.7,69.3,1.4,0,27.2,4.6
16101,16101,NJ,Oakhurst,99688,93.3,2.2,94.6,1.4,0.1,2.5,3.9
16102,16102,NJ,Oakland,109258,94.5,2.5,92.7,0.9,0.2,4.2,5.3
16103,16103,NJ,Oaklyn,67969,93.7,5.4,92.4,2.5,0.2,1.8,5.4
16104,16104,NJ,Oak Valley,62750,91.6,5.7,93.5,3.1,0.3,0.8,3.1
16105,16105,NJ,Ocean Acres,74209,95.5,5.7,94.1,1.4,0.1,1.4,5.8
16106,16106,NJ,Ocean City,57813,94.7,9.4,92.1,3.5,0.1,0.7,5.5
16107,16107,NJ,Ocean Gate,66667,92.6,12.9,95.2,1.3,0,0.2,6.4
16108,16108,NJ,Ocean Grove,53152,96.8,7,91.4,5.5,0,0.9,4.3
16109,16109,NJ,Oceanport,90238,94.4,11.3,93.4,3,0.1,1.6,4
16110,16110,NJ,Ogdensburg,79271,94.7,4.4,95.2,0.3,0,1.8,6.3
16111,16111,NJ,Old Bridge,99422,92,3.3,79.6,4.4,0.2,11.1,11
16112,16112,NJ,Old Tappan,116285,94,3.9,74.8,0.7,0.1,22.2,5
16113,16113,NJ,Olivet,87042,99.1,1.9,95.3,0.6,0,2.6,2.7
16114,16114,NJ,Oradell,141550,95.6,0.6,85.8,0.7,0.1,11.3,5
16115,16115,NJ,Oxford,52692,84,7.5,97.6,0.2,0,0.7,2.7
16116,16116,NJ,Palisades Park,64726,86.1,9.9,28.9,2,0.3,57.8,18.2
16117,16117,NJ,Palmyra,64766,91.3,8.1,78.8,14.5,0.3,1.8,5.4
16118,16118,NJ,Panther Valley,82734,98.7,4.2,92.6,2,0.1,3.1,4.4
16119,16119,NJ,Paramus,100272,93.1,3,72.3,1.4,0.1,22.3,7.3
16120,16120,NJ,Park Ridge,104047,94.2,3.2,89.1,1,0.2,6.1,7.7
16121,16121,NJ,Passaic,31832,65.7,31.6,45.1,10.6,1.1,4.4,71
16122,16122,NJ,Paterson,32915,71.4,29.1,34.7,31.7,1.1,3.3,57.6
16123,16123,NJ,Paulsboro,40925,88.5,33.8,54.5,36.7,0.3,0.7,8.9
16124,16124,NJ,Peapack and Gladstone,132250,93,2.4,90.1,4.1,0.1,1.9,10.9
16125,16125,NJ,Pedricktown,54886,93.2,3.9,91.8,2.7,0,0.2,9.9
16126,16126,NJ,Pemberton,67098,89.5,15.3,74.4,15.3,0.2,3.3,12.7
16127,16127,NJ,Pemberton Heights,55444,91.1,4.9,45,39.2,0.2,3.6,16.1
16128,16128,NJ,Pennington,115536,95.9,6,95.2,1.8,0,1.8,1.4
16129,16129,NJ,Penns Grove,31406,66.8,30.4,41.8,39.8,0.7,0.5,28.3
16130,16130,NJ,Pennsville,58533,90.2,12.3,95.1,1.3,0.2,1.3,2.8
16131,16131,NJ,Perth Amboy,44024,67.9,22.8,50.3,10.5,1.1,1.7,78.1
16132,16132,NJ,Phillipsburg,44537,78.2,18.9,83.4,7.5,0.2,1.5,11.8
16133,16133,NJ,Pine Beach,89750,96.4,3.7,96.5,0.4,0.1,1.4,3.7
16134,16134,NJ,Pine Hill,50184,88.5,14.3,67.5,24.1,0.3,2.1,6.7
16135,16135,NJ,Pine Lake Park,72156,90.7,5.9,85.6,5.5,0.1,4.1,9.3
16136,16136,NJ,Pine Ridge at Crestwood,32629,83.5,9.9,96.5,1.6,0,0.7,2.3
16137,16137,NJ,Pine Valley,-,100,0,83.3,0,0,0,16.7
16138,16138,NJ,Pitman,73616,93.7,4.6,96.1,1.1,0.1,0.6,2.5
16139,16139,NJ,Plainfield,54500,72.1,23,23.5,50.2,0.9,1,40.4
16140,16140,NJ,Plainsboro Center,81012,98.6,2.7,42.7,4.9,0.4,48.5,5.1
16141,16141,NJ,Pleasant Plains,144359,98.2,0,40.1,21.8,0.2,33.6,5.1
16142,16142,NJ,Pleasantville,41633,70.1,24.8,24.3,45.9,0.8,2.4,41.1
16143,16143,NJ,Point Pleasant,89779,94.8,6.9,96.1,0.4,0.1,0.7,5.1
16144,16144,NJ,Point Pleasant Beach,76174,94.4,8.5,92.3,0.8,0.2,0.8,9
16145,16145,NJ,Pomona,70870,80.4,13.7,58,10.6,0.4,22.1,13.2
16146,16146,NJ,Pompton Lakes,87004,94.6,7.9,87.9,1.4,0.1,5.4,10.9
16147,16147,NJ,Port Colden,(X),88.2,14.3,95.1,0,1.6,0.8,0.8
16148,16148,NJ,Port Monmouth,82125,90.9,5,93,2.1,0.2,2,7.9
16149,16149,NJ,Port Murray,-,100,0,97.7,1.6,0,0,1.6
16150,16150,NJ,Port Norris,48520,74.7,25.2,66.2,26.2,0.3,0.7,6.3
16151,16151,NJ,Port Reading,80911,89.6,6.7,79.7,7.2,0.2,5,17.8
16152,16152,NJ,Port Republic,84688,89.3,4.6,95.8,0.6,0.4,0.9,3
16153,16153,NJ,Presidential Lakes Estates,73880,92.4,15.2,78.1,13.1,0.3,2.4,9.2
16154,16154,NJ,Princeton Junction,150909,93.1,3.6,74.8,2.4,0.2,18.6,5.4
16155,16155,NJ,Princeton Meadows,86068,94.9,4.9,38.3,10.3,0.3,45.9,7.7
16156,16156,NJ,Prospect Park,53889,85.7,17.4,51.1,19.9,1.5,3.2,52.1
16157,16157,NJ,Quinton,71667,89.9,4.9,86.1,7,0.9,0.3,3.1
16158,16158,NJ,Rahway,60374,90,8.5,52.3,30.9,0.3,4.3,23.5
16159,16159,NJ,Ramblewood,93193,94.4,3,83.4,7.6,0.2,6.1,4.2
16160,16160,NJ,Ramsey,135387,98,2.1,89.4,0.6,0.1,6.7,6
16161,16161,NJ,Ramtown,109181,97.5,1.8,91.5,2.8,0.1,2.8,7.4
16162,16162,NJ,Raritan,73827,95.2,5.7,76.4,2.1,0.2,14.3,16.4
16163,16163,NJ,Red Bank,62028,78.8,14.9,63.2,12.4,1,1.9,34.4
16164,16164,NJ,Richwood,130577,98.1,4,89.7,3.8,0.1,4.2,2.8
16165,16165,NJ,Ridgefield,68843,90.2,6.8,62.3,1.2,0.2,29.1,21.4
16166,16166,NJ,Ridgefield Park,63841,91,6.5,66.1,6.4,0.3,11.5,36.2
16167,16167,NJ,Ridgewood,147823,97.6,3.5,82.2,1.6,0.1,13,5.3
16168,16168,NJ,Ringwood,108638,92.3,3.8,92.6,1.4,1.2,1.7,5.8
16169,16169,NJ,Rio Grande,51429,83.6,8.7,86.4,5.5,0.3,2.5,7.7
